onset	duration	trial_type	response
13.3	2.1	orange	3
133.3	2.5	orange	3
278.6	2.2	orange	4
450.2	0.9	orange	4
562.9	1.1	orange	3
73.6	2.0	smelly-cheese	1
222.2	1.6	smelly-cheese	2
334.9	2.0	smelly-cheese	2
362.3	1.8	smelly-cheese	2
506.0	1.6	smelly-cheese	1
104.1	1.7	banana	2
195.3	1.9	banana	3
251.7	1.3	banana	3
419.1	1.1	banana	4
478.6	2.0	banana	3
40.7	1.2	asafetida	1
164.1	2.0	asafetida	1
309.2	1.2	asafetida	1
390.1	1.0	asafetida	1
537.5	2.5	asafetida	2
