onset	duration	trial_type	response
61.3	1.8	orange	4
180.2	1.2	orange	3
323.7	2.1	orange	4
464.3	1.2	orange	4
491.8	1.3	orange	3
89.8	1.6	smelly-cheese	1
208.4	2.1	smelly-cheese	2
264.7	2.9	smelly-cheese	2
379.5	2.1	smelly-cheese	2
551.7	1.6	smelly-cheese	2
3.5	1.2	banana	2
32.3	1.4	banana	1
237.8	2.5	banana	2
353.3	2.7	banana	3
410.8	1.3	banana	3
522.4	0.8	banana	2
121.9	1.2	asafetida	1
152.4	2.2	asafetida	1
294.0	2.5	asafetida	1
437.5	1.1	asafetida	1
