onset	duration	trial_type	response
17.0	2.9	orange	3
183.5	2.7	orange	3
266.9	3.0	orange	3
380.3	2.9	orange	3
491.5	2.5	orange	3
633.2	2.8	orange	3
97.6	3.0	banana	3
126.2	2.8	banana	3
296.8	2.7	banana	3
350.9	3.0	banana	3
463.0	2.4	banana	3
605.2	2.6	banana	3
72.2	2.4	bacon	2
154.7	2.8	bacon	2
323.3	3.0	bacon	1
410.0	2.8	bacon	2
519.5	1.3	bacon	1
577.4	2.7	bacon	2
41.8	2.4	asafetida	1
213.9	2.7	asafetida	1
243.1	2.6	asafetida	1
437.2	2.1	asafetida	1
551.4	2.8	asafetida	1
664.9	2.4	asafetida	1
