onset	duration	trial_type	response
105.4	2.4	orange	3
263.5	2.6	orange	3
381.0	2.7	orange	3
407.1	3.1	orange	3
603.3	2.1	orange	3
17.1	2.3	banana	3
132.1	2.2	banana	3
187.1	2.6	banana	3
351.1	2.8	banana	3
462.5	3.1	banana	3
519.9	1.6	banana	3
46.9	2.3	bacon	2
74.8	2.2	bacon	2
237.3	2.1	bacon	2
322.5	3.1	bacon	2
432.6	3.0	bacon	2
548.8	3.1	bacon	2
161.1	2.9	asafetida	1
211.1	2.7	asafetida	1
295.7	2.8	asafetida	1
489.0	2.7	asafetida	1
577.5	2.7	asafetida	1
