onset	duration	trial_type	response
32.7	2.3	orange	3
197.8	2.2	orange	3
285.1	1.5	orange	4
466.5	2.6	orange	3
496.3	2.4	orange	3
63.4	2.0	smelly-cheese	2
171.6	2.1	smelly-cheese	2
254.5	2.4	smelly-cheese	2
438.6	2.8	smelly-cheese	2
588.6	2.3	smelly-cheese	2
1.4	2.4	banana	4
116.8	1.8	banana	3
227.6	2.1	banana	3
345.9	2.2	banana	3
376.6	2.2	banana	3
558.2	2.0	banana	3
90.8	2.1	asafetida	1
145.1	1.6	asafetida	2
314.9	2.7	asafetida	1
405.3	1.8	asafetida	1
528.9	2.3	asafetida	1
