onset	duration	trial_type	response
12.0	1.7	orange	3
127.8	1.1	orange	2
273.8	1.7	orange	3
446.1	2.0	orange	3
561.3	1.4	orange	3
69.0	1.3	smelly-cheese	1
216.1	1.1	smelly-cheese	1
330.4	0.5	smelly-cheese	NoPress
359.0	1.2	smelly-cheese	1
505.8	2.2	smelly-cheese	1
99.5	1.1	banana	1
189.4	1.5	banana	2
246.4	1.2	banana	2
415.0	1.0	banana	2
474.6	1.5	banana	2
39.3	1.5	asafetida	1
158.0	1.3	asafetida	1
305.1	1.3	asafetida	1
385.4	0.9	asafetida	NoPress
534.8	1.1	asafetida	NoPress
