onset	duration	trial_type	response
4.2	1.2	orange	4
153.0	1.2	orange	4
269.7	1.6	orange	4
383.7	2.4	orange	4
507.5	1.2	orange	4
94.7	0.9	smelly-cheese	2
181.7	1.0	smelly-cheese	2
241.7	1.6	smelly-cheese	2
446.3	1.1	smelly-cheese	2
568.4	2.3	smelly-cheese	2
33.4	1.3	banana	3
211.3	1.2	banana	3
298.3	1.3	banana	3
415.2	1.4	banana	3
476.8	1.2	banana	3
65.0	1.2	asafetida	2
126.3	1.2	asafetida	2
326.6	1.4	asafetida	2
356.4	1.1	asafetida	2
534.7	2.3	asafetida	2
