onset	duration	trial_type	response
60.0	1.5	orange	2
183.6	1.2	orange	1
333.5	1.2	orange	2
484.7	1.2	orange	2
514.7	1.5	orange	2
92.2	1.1	smelly-cheese	1
214.9	1.2	smelly-cheese	1
272.8	1.2	smelly-cheese	1
389.9	1.4	smelly-cheese	1
576.1	1.2	smelly-cheese	1
2.1	1.8	banana	3
29.2	1.5	banana	3
244.5	1.2	banana	3
362.8	1.6	banana	3
420.7	2.3	banana	3
545.3	1.3	banana	3
121.2	0.7	asafetida	1
152.7	1.4	asafetida	1
304.4	1.2	asafetida	1
453.9	1.3	asafetida	1
608.6	1.3	asafetida	1
