onset	duration	trial_type	response
66.5	3.9	smelly-cheese	1
214	3.5	smelly-cheese	1
327.7	1.2	smelly-cheese	1
356.1	1.3	smelly-cheese	1
500.4	1.3	smelly-cheese	1
8.7	1.2	orange	2
126.2	1.1	orange	4
271.7	1.3	orange	4
441.2	1.3	orange	4
559	1	orange	4
96.2	1.4	banana	2
186.1	1.6	banana	2
244.9	1.1	banana	2
410	3.9	banana	2
471.5	1.3	banana	3
35.6	1.2	asafetida	2
155.5	3.6	asafetida	1
301.7	1.5	asafetida	2
384.1	2.5	asafetida	1
532.6	1.3	asafetida	1
