onset	duration	trial_type	response
103.3	1.1	orange	3
162.8	1.2	orange	4
275.0	0.6	orange	4
364.2	1.9	orange	3
482.1	1.0	orange	4
49.6	1.0	smelly-cheese	1
219.3	0.9	smelly-cheese	1
334.5	0.8	smelly-cheese	1
395.3	0.8	smelly-cheese	1
511.12	0.94	smelly-cheese	1
75.4	0.8	banana	3
190.4	0.8	banana	3
303.5	1.3	banana	3
456.2	0.8	banana	3
540.8	1.5	banana	4
21.5	1.3	asafetida	1
133.7	1.0	asafetida	1
248.4	1.1	asafetida	1
425.5	0.8	asafetida	1
575.1	1.2	asafetida	1
