onset	duration	trial_type	response
34.6	3.7	orange	4
159.1	4.1	orange	4
307.7	3.5	orange	4
480.7	2.8	orange	4
598.5	3.4	orange	4
94.0	1.7	smelly-cheese	1
248.7	1.6	smelly-cheese	1
366.1	1.5	smelly-cheese	1
394.2	2.5	smelly-cheese	1
539.8	1.9	smelly-cheese	1
3.4	2.4	banana	4
126.8	4.0	banana	3
220.1	3.1	banana	3
280.0	2.0	banana	3
448.4	2.3	banana	3
513.7	2.8	banana	4
61.2	2.5	asafetida	1
189.2	2.5	asafetida	1
338.8	1.8	asafetida	1
420.7	2.5	asafetida	1
571.3	1.5	asafetida	1
