onset	duration	trial_type	response
75.2	1.9	orange	3
138.8	1.9	orange	3
254.8	1.6	orange	3
435.9	1.1	orange	NoPress
497.9	1.2	orange	NoPress
18.8	2.6	banana	2
224.9	0.9	banana	2
342.7	2.4	banana	2
399.5	2.1	banana	2
529.7	2.3	banana	2
617.7	1.4	banana	2
108.3	2.2	bacon	1
167.7	1.6	bacon	1
284.9	1.2	bacon	1
463.9	2.6	bacon	1
558.2	1.0	bacon	1
46.5	1.1	asafetida	1
197.3	0.9	asafetida	1
314.2	0.7	asafetida	1
371.7	1.0	asafetida	1
587.4	1.5	asafetida	1
650.5	1.0	asafetida	1
