onset	duration	trial_type	response
10.6	1.4	orange	3
131.2	0.7	orange	3
274.6	1.4	orange	3
446.6	1.7	orange	4
575.2	2.5	orange	4
69.0	1.6	smelly-cheese	2
217.2	1.8	smelly-cheese	2
332.1	3.1	smelly-cheese	2
359.8	2.0	smelly-cheese	2
512.3	1.7	smelly-cheese	1
101.3	1.2	banana	3
189.0	1.9	banana	4
246.5	1.8	banana	3
416.5	2.6	banana	4
477.9	1.6	banana	4
37.4	1.6	asafetida	2
159.4	1.1	asafetida	1
304.4	2.0	asafetida	1
387.6	1.9	asafetida	2
548.0	1.8	asafetida	1
