onset	duration	trial_type	response
60.8	1.3	orange	3
178.3	1.2	orange	3
318.5	1.4	orange	3
463.2	1.5	orange	3
490.0	1.6	orange	3
90.7	1.1	smelly-cheese	1
205.1	1.1	smelly-cheese	2
260.1	1.2	smelly-cheese	1
377.5	1.3	smelly-cheese	1
548.6	1.2	smelly-cheese	1
3.0	1.3	banana	4
31.3	1.3	banana	4
230.7	1.2	banana	4
350.0	1.5	banana	4
409.7	1.5	banana	4
520.0	1.4	banana	4
119.8	1.2	asafetida	1
149.8	1.4	asafetida	1
289.3	1.4	asafetida	1
436.7	1.3	asafetida	1
576.9	1.4	asafetida	1
