onset	duration	trial_type	response
11.8	2.1	orange	3
131.4	2.9	orange	4
282.9	1.5	orange	4
455.9	3.0	orange	4
581.0	2.6	orange	4
70.7	2.1	smelly-cheese	1
224.7	1.5	smelly-cheese	2
339.5	2.0	smelly-cheese	2
369.0	2.4	smelly-cheese	2
518.2	1.9	smelly-cheese	2
101.9	3.1	banana	3
194.0	2.8	banana	3
255.1	2.6	banana	3
423.2	2.6	banana	3
487.2	2.4	banana	3
40.8	1.7	asafetida	1
164.3	2.2	asafetida	1
311.6	2.1	asafetida	1
397.1	1.8	asafetida	1
552.5	2.3	asafetida	1
