onset	duration	trial_type	response
99.1	2.3	orange	4
243.4	1.8	orange	4
388.8	1.7	orange	4
417.8	2.1	orange	4
7.2	2.0	smelly-cheese	1
126.7	2.1	smelly-cheese	1
184.3	2.1	smelly-cheese	2
303.6	1.9	smelly-cheese	2
486.0	1.9	smelly-cheese	2
155.0	2.0	banana	3
276.2	1.6	banana	3
333.1	2.8	banana	3
451.6	1.7	banana	3
39.8	1.7	asafetida	1
71.5	1.7	asafetida	2
215.3	2.1	asafetida	1
360.8	1.9	asafetida	1
515.9	1.9	asafetida	1
