onset	duration	trial_type	response
42.0	1.5	orange	3
154.7	1.4	orange	3
292.6	1.3	orange	3
407.5	1.9	orange	3
516.3	1.9	orange	3
12.5	1.4	smelly-cheese	1
124.1	1.4	smelly-cheese	1
240.8	1.2	smelly-cheese	1
379.8	1.1	smelly-cheese	2
461.4	1.4	smelly-cheese	2
97.6	1.9	banana	2
181.3	1.5	banana	3
322.3	1.7	banana	2
434.1	1.5	banana	3
490.4	1.8	banana	3
69.0	1.5	asafetida	1
209.8	1.5	asafetida	1
266.9	1.5	asafetida	1
351.9	1.6	asafetida	1
548.5	1.7	asafetida	1
