onset	duration	trial_type	response
124.7	2.5	orange	3.0
277.6	3.0	orange	2.0
449.7	2.8	orange	3.0
567.0	2.8	orange	3.0
60.2	1.4	smelly-cheese	1.0
216.6	2.3	smelly-cheese	1.0
331.8	2.6	smelly-cheese	1.0
361.1	1.9	smelly-cheese	1.0
510.0	3.4	smelly-cheese	2.0
92.7	2.1	banana	2.0
186.8	2.6	banana	2.0
248.4	3.0	banana	2.0
418.8	3.3	banana	2.0
478.6	3.0	banana	2.0
25.8	2.2	asafetida	1.0
156.2	2.5	asafetida	1.0
306.0	2.4	asafetida	1.0
388.8	3.0	asafetida	1.0
540.5	1.9	asafetida	1.0
